RUN	test.scala.basic.PerformanceSimulation	performancesimulation	1595958974385	 	3.3.1
REQUEST	933		GET /io	1595959004359	1595959006349	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	651		GET /io	1595959004359	1595959006349	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	213		GET /io	1595959004358	1595959006349	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	618		GET /io	1595959004360	1595959006349	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	479		GET /io	1595959004357	1595959006350	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	374		GET /io	1595959004363	1595959006350	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	658		GET /io	1595959004359	1595959006350	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	165		GET /io	1595959004358	1595959006350	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	407		GET /io	1595959004364	1595959006350	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	651		GET /io	1595959006349	1595959006351	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	374		GET /io	1595959006350	1595959006351	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	698		GET /io	1595959006349	1595959006351	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	479		GET /io	1595959006350	1595959006351	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	618		GET /io	1595959006349	1595959006351	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	658		GET /io	1595959006350	1595959006352	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	651	END	1595958977657	1595959006351
USER	PerformanceSimulation	407	END	1595958977602	1595959006351
USER	PerformanceSimulation	479	END	1595958977617	1595959006351
REQUEST	157		GET /io	1595959004362	1595959006352	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	149		GET /io	1595959004362	1595959006353	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	374		GET /io	1595959006352	1595959006353	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	698		GET /io	1595959006351	1595959006353	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	618		GET /io	1595959006352	1595959006353	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	658		GET /io	1595959006352	1595959006353	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	5		GET /io	1595959004361	1595959006353	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	374		GET /io	1595959006353	1595959006354	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	941		GET /io	1595959004360	1595959006354	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	374		GET /io	1595959006354	1595959006354	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	698		GET /io	1595959006353	1595959006355	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	618		GET /io	1595959006353	1595959006355	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	658		GET /io	1595959006354	1595959006355	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	698		GET /io	1595959006355	1595959006356	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	618		GET /io	1595959006355	1595959006357	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	933		GET /io	1595959006349	1595959006356	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	213		GET /io	1595959006350	1595959006357	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	658		GET /io	1595959006355	1595959006357	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	165		GET /io	1595959006350	1595959006357	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	698		GET /io	1595959006356	1595959006358	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	374		GET /io	1595959006357	1595959006359	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	157		GET /io	1595959006352	1595959006359	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	618		GET /io	1595959006357	1595959006359	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	658		GET /io	1595959006357	1595959006359	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	149		GET /io	1595959006353	1595959006359	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	698	END	1595958977666	1595959006359
USER	PerformanceSimulation	374	END	1595958977593	1595959006359
USER	PerformanceSimulation	618	END	1595958977649	1595959006359
USER	PerformanceSimulation	658	END	1595958977658	1595959006359
REQUEST	5		GET /io	1595959006354	1595959006360	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	941		GET /io	1595959006354	1595959006361	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	933		GET /io	1595959006357	1595959006361	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	213		GET /io	1595959006357	1595959006361	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	165		GET /io	1595959006357	1595959006363	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	157		GET /io	1595959006359	1595959006365	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	157	END	1595958977541	1595959006366
REQUEST	149		GET /io	1595959006359	1595959006366	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	149	END	1595958977539	1595959006366
REQUEST	5		GET /io	1595959006360	1595959006366	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	5	END	1595958977400	1595959006366
REQUEST	941		GET /io	1595959006361	1595959006367	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	933		GET /io	1595959006361	1595959006367	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	213		GET /io	1595959006361	1595959006367	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	165		GET /io	1595959006363	1595959006368	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	941		GET /io	1595959006367	1595959006369	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	933		GET /io	1595959006367	1595959006370	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	933	END	1595958977785	1595959006370
REQUEST	213		GET /io	1595959006368	1595959006370	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	213	END	1595958977554	1595959006370
REQUEST	165		GET /io	1595959006368	1595959006371	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	165	END	1595958977543	1595959006371
REQUEST	941		GET /io	1595959006370	1595959006371	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	941	END	1595958977790	1595959006371
REQUEST	390		GET /io	1595958994390	1595959006381	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	722		GET /io	1595959004394	1595959006381	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	342		GET /io	1595958994389	1595959006381	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	428		GET /io	1595958994390	1595959006382	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	214		GET /io	1595958994384	1595959006382	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	722		GET /io	1595959006381	1595959006382	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	188		GET /io	1595958994388	1595959006383	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	722		GET /io	1595959006382	1595959006383	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	116		GET /io	1595958994381	1595959006383	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	390		GET /io	1595959006381	1595959006383	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	492		GET /io	1595958994381	1595959006383	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	390	END	1595958977598	1595959006383
REQUEST	452		GET /io	1595958994373	1595959006383	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	342		GET /io	1595959006382	1595959006383	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	588		GET /io	1595958994373	1595959006384	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	214		GET /io	1595959006382	1595959006384	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	564		GET /io	1595958994372	1595959006384	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	722		GET /io	1595959006383	1595959006384	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	36		GET /io	1595958994372	1595959006384	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	342		GET /io	1595959006384	1595959006385	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	722	END	1595958977680	1595959006385
USER	PerformanceSimulation	342	END	1595958977585	1595959006385
REQUEST	214		GET /io	1595959006384	1595959006385	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	396		GET /io	1595959004396	1595959006386	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	214		GET /io	1595959006385	1595959006386	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	388		GET /io	1595959004396	1595959006386	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	214		GET /io	1595959006386	1595959006387	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	214	END	1595958977554	1595959006388
REQUEST	212		GET /io	1595959004395	1595959006388	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	500		GET /io	1595959004394	1595959006388	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	428		GET /io	1595959006382	1595959006389	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	934		GET /io	1595958994430	1595959006421	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	894		GET /io	1595958994429	1595959006422	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	934		GET /io	1595959006421	1595959006423	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	894		GET /io	1595959006422	1595959006424	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	934		GET /io	1595959006423	1595959006425	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	894		GET /io	1595959006424	1595959006426	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	934		GET /io	1595959006425	1595959006427	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	894		GET /io	1595959006426	1595959006427	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	934		GET /io	1595959006427	1595959006428	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	894		GET /io	1595959006427	1595959006428	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	934		GET /io	1595959006428	1595959006429	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	894		GET /io	1595959006428	1595959006430	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	934		GET /io	1595959006429	1595959006430	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	894		GET /io	1595959006430	1595959006431	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	934		GET /io	1595959006431	1595959006432	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
USER	PerformanceSimulation	934	END	1595958977785	1595959006432
REQUEST	894		GET /io	1595959006431	1595959006432	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
USER	PerformanceSimulation	894	END	1595958977769	1595959006432
REQUEST	188		GET /io	1595959006383	1595959006442	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	116		GET /io	1595959006383	1595959006442	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	492		GET /io	1595959006383	1595959006442	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	452		GET /io	1595959006383	1595959006443	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	588		GET /io	1595959006384	1595959006443	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	564		GET /io	1595959006384	1595959006443	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	36		GET /io	1595959006385	1595959006444	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	628		GET /io	1595958994450	1595959006445	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	620		GET /io	1595958994449	1595959006445	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	540		GET /io	1595958994449	1595959006446	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	660		GET /io	1595958994449	1595959006446	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	652		GET /io	1595958994449	1595959006446	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	396		GET /io	1595959006386	1595959006446	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	388		GET /io	1595959006386	1595959006447	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	212		GET /io	1595959006388	1595959006447	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	500		GET /io	1595959006388	1595959006448	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	428		GET /io	1595959006441	1595959006449	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	188		GET /io	1595959006442	1595959006450	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	116		GET /io	1595959006442	1595959006450	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	492		GET /io	1595959006443	1595959006450	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	452		GET /io	1595959006443	1595959006451	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	588		GET /io	1595959006443	1595959006451	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	564		GET /io	1595959006444	1595959006451	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	36		GET /io	1595959006444	1595959006452	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	628		GET /io	1595959006445	1595959006454	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	620		GET /io	1595959006445	1595959006454	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	540		GET /io	1595959006446	1595959006454	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	660		GET /io	1595959006446	1595959006455	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	652		GET /io	1595959006446	1595959006455	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	396		GET /io	1595959006446	1595959006455	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	388		GET /io	1595959006447	1595959006456	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	212		GET /io	1595959006447	1595959006457	KO	i.n.c.AbstractChannel$AnnotatedConnectException: Connection refused: localhost/127.0.0.1:8080
REQUEST	399		GET /io	1595958996458	1595959006466	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	950		GET /io	1595958996458	1595959006467	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	375		GET /io	1595958996459	1595959006467	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	942		GET /io	1595958996460	1595959006467	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	596		GET /io	1595958994447	1595959006473	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	836		GET /io	1595958996453	1595959006474	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	444		GET /io	1595958996453	1595959006474	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	332		GET /io	1595958996454	1595959006474	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	308		GET /io	1595958996455	1595959006475	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	636		GET /io	1595958994450	1595959006475	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	668		GET /io	1595958994449	1595959006475	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	862		GET /io	1595958986500	1595959006516	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	910		GET /io	1595958986509	1595959006517	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	990		GET /io	1595958986509	1595959006517	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	222		GET /io	1595958986510	1595959006517	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	960		GET /io	1595958986512	1595959006520	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	499		GET /io	1595958986515	1595959006525	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	545		GET /io	1595958986495	1595959006525	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	597		GET /io	1595958986480	1595959006526	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	609		GET /io	1595958986496	1595959006526	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	589		GET /io	1595958986480	1595959006526	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	585		GET /io	1595958986497	1595959006526	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	893		GET /io	1595958986486	1595959006526	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	825		GET /io	1595958986511	1595959006526	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	821		GET /io	1595958986499	1595959006526	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	985		GET /io	1595958986512	1595959006526	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	809		GET /io	1595958986513	1595959006527	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	997		GET /io	1595958986503	1595959006527	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	965		GET /io	1595958986504	1595959006527	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	913		GET /io	1595958986516	1595959006527	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	657		GET /io	1595958986519	1595959006527	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	247		GET /io	1595958986510	1595959006532	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	900		GET /io	1595958986496	1595959006532	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	447		GET /io	1595958986516	1595959006532	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	439		GET /io	1595958986517	1595959006532	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	10		GET /io	1595958987938	1595959007952	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	26		GET /io	1595958987944	1595959007958	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	58		GET /io	1595958987947	1595959007958	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	66		GET /io	1595958987947	1595959007959	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	98		GET /io	1595958987951	1595959007959	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	106		GET /io	1595958987952	1595959007959	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	114		GET /io	1595958987953	1595959007959	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	122		GET /io	1595958987955	1595959007960	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/0:0:0:0:0:0:0:1:8080
REQUEST	189		GET /io	1595958988030	1595959008044	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
REQUEST	3		GET /io	1595958988030	1595959008044	KO	i.n.c.ConnectTimeoutException: connection timed out: localhost/127.0.0.1:8080
